date,open,high,low,close,EMA,Volume,ATR,RSI
2023-02-27,1817.250,1831.175,1804.685,1826.670,1847.884,42265.000,20.749,39.413
2023-02-28,1826.670,1844.830,1823.150,1836.650,1846.814,49931.000,20.873,43.960
2023-03-01,1836.650,1839.030,1830.050,1835.940,1845.778,41289.000,19.288,43.709
2023-03-02,1835.940,1856.390,1835.940,1855.435,1846.698,37695.000,19.443,51.850
2023-03-05,1855.435,1858.310,1845.225,1846.880,1846.715,31455.000,18.595,48.533
2023-03-06,1846.880,1851.705,1812.775,1813.340,1843.537,44746.000,21.306,38.212
2023-03-07,1813.340,1824.305,1809.425,1813.830,1840.707,38988.000,20.449,38.418
2023-03-08,1813.830,1835.725,1811.985,1830.915,1839.775,35709.000,20.888,45.271
2023-03-09,1830.915,1870.245,1827.815,1867.035,1842.371,70998.000,23.760,56.334
2023-03-12,1867.035,1914.695,1867.035,1913.630,1849.158,131040.000,26.947,65.908
2023-03-13,1913.630,1914.225,1895.435,1903.865,1854.368,83404.000,25.859,62.800
2023-03-14,1903.865,1937.390,1885.790,1918.730,1860.498,131026.000,29.291,65.469
2023-03-15,1918.730,1933.540,1907.560,1919.340,1866.102,93255.000,28.850,65.579
2023-03-16,1919.340,1988.335,1918.305,1988.305,1877.740,95813.000,34.341,75.144
2023-03-19,1988.305,2009.850,1965.990,1978.975,1887.381,138288.000,35.610,72.220
2023-03-20,1978.975,1985.220,1935.465,1940.520,1892.442,80572.000,37.496,61.583
2023-03-21,1940.520,1978.915,1934.345,1970.015,1899.830,95641.000,38.439,65.750
2023-03-22,1970.015,2003.360,1964.615,1993.495,1908.751,90866.000,38.480,68.664
2023-03-23,1993.495,2003.080,1975.325,1978.965,1915.438,104846.000,37.050,64.980
2023-03-26,1978.965,1978.965,1944.045,1956.450,1919.344,67400.000,36.766,59.640
2023-03-27,1956.450,1975.365,1949.245,1974.035,1924.552,51915.000,35.346,62.249
2023-03-28,1974.035,1974.460,1958.755,1964.505,1928.357,42937.000,32.728,59.986
2023-03-29,1964.505,1984.365,1955.410,1980.425,1933.316,44014.000,32.225,62.443
2023-03-30,1980.425,1987.645,1966.935,1969.310,1936.744,45696.000,30.689,59.687
2023-04-02,1969.310,1990.545,1949.810,1984.385,1941.281,66546.000,32.029,62.128
2023-04-03,1984.385,2025.070,1977.035,2020.465,1948.823,52318.000,34.163,67.241
2023-04-04,2020.465,2032.110,2010.090,2020.650,1955.663,50955.000,32.544,67.265
2023-04-05,2020.650,2021.485,2000.890,2007.860,1960.634,49143.000,30.951,63.731
2023-04-09,2007.860,2007.860,1981.680,1991.195,1963.545,66635.000,30.315,59.355
2023-04-10,1991.195,2007.495,1988.875,2003.640,1967.364,40748.000,28.755,61.482
2023-04-11,2003.640,2028.400,2001.220,2014.950,1971.896,66829.000,28.545,63.358
2023-04-12,2014.950,2048.770,2014.175,2040.460,1978.426,54462.000,29.352,67.236
2023-04-13,2040.460,2047.505,1992.500,2004.275,1980.887,71842.000,32.772,57.879
2023-04-16,2004.275,2015.075,1981.190,1995.055,1982.237,61121.000,32.921,55.751
2023-04-17,1995.055,2011.890,1991.320,2005.075,1984.412,49962.000,31.274,57.577
2023-04-18,2005.075,2008.255,1969.305,1994.750,1985.396,51668.000,32.297,55.055
2023-04-19,1994.750,2012.445,1990.565,2004.605,1987.226,54408.000,30.908,56.991
2023-04-20,2004.605,2005.620,1971.695,1982.920,1986.816,68455.000,31.311,51.713
2023-04-23,1982.920,1990.845,1974.155,1989.050,1987.028,52264.000,29.361,53.037
2023-04-24,1989.050,2003.890,1976.185,1997.040,1987.982,83782.000,29.140,54.778
2023-04-25,1997.040,2009.450,1983.375,1989.235,1988.101,102567.000,28.732,52.722
2023-04-26,1989.235,2003.415,1974.115,1987.800,1988.073,90833.000,28.807,52.333
2023-04-27,1987.800,1995.140,1976.265,1989.535,1988.212,91849.000,27.483,52.786
2023-04-30,1989.535,2006.070,1977.120,1982.550,1987.673,92283.000,27.679,50.696
2023-05-01,1982.550,2019.455,1978.520,2016.600,1990.428,81795.000,29.446,59.183
2023-05-02,2016.600,2040.495,2008.025,2039.565,1995.107,88496.000,29.849,63.720
2023-05-03,2039.565,2067.000,2030.390,2050.310,2000.365,158198.000,30.751,65.643
2023-05-04,2050.310,2053.045,1999.585,2016.790,2001.929,99893.000,33.779,55.717
2023-05-07,2016.790,2029.400,2014.305,2021.355,2003.779,57904.000,31.288,56.678
2023-05-08,2021.355,2037.655,2019.550,2034.535,2006.708,63973.000,29.530,59.416
2023-05-09,2034.535,2048.245,2021.565,2029.740,2008.902,90192.000,29.150,57.980
2023-05-10,2029.740,2041.390,2011.185,2015.030,2009.485,112821.000,29.291,53.694
2023-05-11,2015.030,2022.580,2000.960,2011.025,2009.632,98231.000,28.268,52.555
2023-05-14,2011.025,2022.115,2007.845,2016.365,2010.273,70894.000,26.401,53.957
2023-05-15,2016.365,2018.390,1985.530,1988.885,2008.236,90207.000,27.263,46.362
2023-05-16,1988.885,1993.120,1975.095,1982.010,2005.739,67870.000,26.031,44.667
2023-05-17,1982.010,1986.070,1952.010,1957.685,2001.162,95953.000,27.101,39.208
2023-05-18,1957.685,1984.325,1954.130,1977.895,1998.946,106304.000,27.514,45.201
2023-05-21,1977.895,1982.670,1968.905,1971.720,1996.353,72635.000,25.681,43.781
2023-05-22,1971.720,1977.805,1954.300,1975.115,1994.330,77592.000,25.391,44.807
2023-05-23,1975.115,1985.390,1956.770,1957.225,1990.797,78959.000,25.821,40.600
2023-05-24,1957.225,1964.785,1938.915,1940.595,1986.016,71543.000,25.828,37.111
2023-05-25,1940.595,1957.360,1936.815,1946.930,1982.293,70979.000,25.123,39.253
2023-05-28,1946.930,1949.770,1940.385,1943.120,1978.562,37313.000,23.025,38.406
2023-05-29,1943.120,1963.550,1932.110,1959.480,1976.745,75804.000,24.147,43.994
2023-05-30,1959.480,1974.835,1953.700,1962.615,1975.399,69234.000,23.745,45.023
2023-05-31,1962.615,1983.180,1953.445,1977.540,1975.603,66617.000,24.544,49.758
2023-06-01,1977.540,1983.505,1947.680,1948.100,1972.984,62360.000,26.048,42.063
2023-06-04,1948.100,1964.055,1938.150,1961.700,1971.909,57157.000,26.029,46.202
2023-06-05,1961.700,1966.385,1954.395,1963.285,1971.088,49756.000,24.157,46.680
2023-06-06,1963.285,1970.220,1939.955,1940.010,1968.128,51978.000,24.972,40.928
2023-06-07,1940.010,1970.540,1940.010,1965.470,1967.875,50107.000,25.713,48.416
2023-06-08,1965.470,1973.160,1956.665,1960.745,1967.196,50155.000,24.484,47.220
2023-06-11,1960.745,1967.015,1949.280,1957.605,1966.282,68616.000,23.584,46.399
2023-06-12,1957.605,1971.210,1940.095,1943.600,1964.122,78621.000,24.588,42.825
2023-06-13,1943.600,1960.310,1939.755,1941.255,1961.944,74771.000,24.050,42.238
2023-06-14,1941.255,1960.310,1925.040,1958.005,1961.569,86479.000,25.546,47.745
2023-06-15,1958.005,1967.920,1953.320,1957.555,1961.187,50018.000,24.087,47.614
2023-06-18,1957.555,1958.810,1947.840,1950.420,1960.161,41354.000,22.338,45.478
2023-06-19,1950.420,1956.840,1929.820,1936.255,1957.885,77044.000,22.962,41.498
2023-06-20,1936.255,1939.575,1919.245,1932.510,1955.468,58919.000,22.611,40.489
2023-06-21,1932.510,1935.005,1912.465,1913.835,1951.503,67665.000,22.602,35.813
2023-06-22,1913.835,1937.305,1910.210,1921.265,1948.623,64345.000,23.201,38.839
2023-06-25,1921.265,1933.395,1921.265,1923.150,1946.197,48009.000,21.725,39.617
2023-06-26,1923.150,1930.730,1910.890,1913.680,1943.100,63008.000,21.473,37.067
2023-06-27,1913.680,1917.285,1902.870,1907.535,1939.713,61344.000,20.532,35.471
2023-06-28,1907.535,1913.180,1893.070,1908.065,1936.699,80916.000,20.476,35.728
2023-06-29,1908.065,1922.780,1900.605,1919.525,1935.063,71833.000,20.703,41.183
2023-07-02,1919.525,1931.085,1910.080,1921.525,1933.774,58322.000,20.743,42.106
2023-07-03,1921.525,1930.765,1920.005,1925.875,1933.022,37517.000,19.412,44.160
2023-07-04,1925.875,1935.050,1914.855,1915.120,1931.317,64898.000,19.516,40.349
2023-07-05,1915.120,1927.665,1902.745,1910.975,1929.379,88195.000,20.237,38.954
2023-07-06,1910.975,1934.935,1909.620,1925.565,1929.016,94162.000,20.914,46.028
2023-07-09,1925.565,1928.280,1912.750,1925.440,1928.676,70937.000,20.196,45.979
2023-07-10,1925.440,1938.495,1924.420,1932.505,1929.040,71828.000,19.380,49.277
2023-07-11,1932.505,1959.750,1932.315,1957.540,1931.755,75985.000,20.454,58.860
2023-07-12,1957.540,1963.735,1952.470,1960.640,1934.506,77345.000,19.229,59.871
2023-07-13,1960.640,1963.795,1950.990,1955.435,1936.499,172146.000,18.372,57.324
2023-07-16,1955.435,1959.910,1945.840,1954.980,1938.259,141677.000,17.799,57.095
2023-07-17,1954.980,1984.425,1954.650,1978.920,1942.131,180348.000,19.395,65.006
2023-07-18,1978.920,1980.995,1969.810,1977.150,1945.467,160240.000,18.301,64.065
2023-07-19,1977.150,1987.530,1965.390,1969.550,1947.760,168774.000,18.813,60.048
2023-07-20,1969.550,1973.850,1956.905,1961.950,1949.112,144222.000,18.564,56.249
2023-07-23,1961.950,1967.905,1953.475,1954.715,1949.645,147897.000,18.012,52.824
2023-07-24,1954.715,1965.720,1952.005,1964.745,1951.083,121634.000,17.439,56.756
2023-07-25,1964.745,1978.405,1962.065,1972.240,1953.098,170682.000,17.293,59.474
2023-07-26,1972.240,1982.265,1942.645,1945.150,1952.341,189868.000,20.270,47.783
2023-07-27,1945.150,1963.575,1945.150,1959.340,1953.008,176345.000,20.024,52.995
2023-07-30,1959.340,1972.455,1950.206,1965.615,1954.209,139132.000,20.321,55.128
2023-07-31,1965.615,1966.015,1941.290,1944.200,1953.255,136205.000,20.908,47.248
2023-08-01,1944.200,1954.880,1933.036,1934.710,1951.489,162768.000,21.033,44.231
2023-08-02,1934.710,1938.940,1929.610,1934.225,1949.845,140159.000,19.472,44.076
2023-08-03,1934.225,1946.990,1924.780,1942.655,1949.160,156902.000,19.837,47.517
2023-08-06,1942.655,1946.815,1931.525,1936.585,1947.963,112919.000,19.231,45.353
2023-08-07,1936.585,1938.155,1922.795,1925.160,1945.791,139132.000,18.715,41.521
2023-08-08,1925.160,1932.395,1914.125,1914.950,1942.854,123977.000,18.656,38.398
2023-08-09,1914.950,1930.180,1912.245,1912.420,1939.955,155508.000,18.559,37.642
2023-08-10,1912.420,1920.970,1910.900,1913.815,1937.466,132068.000,17.428,38.363
2023-08-13,1913.815,1916.260,1902.730,1907.505,1934.612,130484.000,16.908,36.319
2023-08-14,1907.505,1911.710,1896.455,1901.820,1931.489,163154.000,16.687,34.535
2023-08-15,1901.820,1907.275,1891.875,1892.090,1927.737,142099.000,16.516,31.667
2023-08-16,1892.090,1903.515,1885.085,1889.250,1924.071,144196.000,16.771,30.861
2023-08-17,1889.250,1896.905,1886.810,1889.545,1920.783,106517.000,15.881,31.058
2023-08-20,1889.545,1898.825,1884.885,1894.895,1918.318,119196.000,15.622,34.678
2023-08-21,1894.895,1904.550,1889.195,1897.675,1916.352,112446.000,15.587,36.543
2023-08-22,1897.675,1920.425,1897.670,1915.410,1916.262,126671.000,16.542,46.947
2023-08-23,1915.410,1923.400,1911.845,1916.790,1916.312,118277.000,15.877,47.666
2023-08-24,1916.790,1922.440,1903.810,1914.425,1916.133,119559.000,16.244,46.503
2023-08-27,1914.425,1926.100,1912.835,1920.190,1916.519,81907.000,15.847,49.724
2023-08-28,1920.190,1938.235,1914.485,1937.435,1918.511,123990.000,16.901,57.891
2023-08-29,1937.435,1949.115,1934.995,1942.425,1920.789,126012.000,16.530,59.920
2023-08-30,1942.425,1947.955,1939.085,1939.855,1922.604,115474.000,15.509,58.360
2023-08-31,1939.855,1953.055,1934.470,1939.900,1924.252,147208.000,15.919,58.381
2023-09-03,1939.900,1946.335,1936.805,1938.455,1925.604,59944.000,15.067,57.407
2023-09-04,1938.455,1939.035,1925.370,1926.010,1925.643,120681.000,14.880,49.715
2023-09-05,1926.010,1929.245,1915.345,1916.490,1924.771,126647.000,14.749,44.773
2023-09-06,1916.490,1923.670,1916.270,1919.660,1924.284,107298.000,13.769,46.674
2023-09-07,1919.660,1929.750,1917.385,1919.085,1923.789,106884.000,13.582,46.362
2023-09-10,1919.085,1930.780,1916.630,1922.380,1923.655,115630.000,13.658,48.485
2023-09-11,1922.380,1924.555,1907.620,1913.430,1922.681,122013.000,14.095,43.454
2023-09-12,1913.430,1915.815,1905.695,1908.320,1921.313,136390.000,13.565,40.847
2023-09-13,1908.320,1912.970,1901.050,1910.720,1920.305,154648.000,13.346,42.589
2023-09-14,1910.720,1930.475,1909.865,1923.920,1920.649,135779.000,14.314,51.115
2023-09-17,1923.920,1934.290,1922.650,1933.695,1921.891,106931.000,13.958,56.291
2023-09-18,1933.695,1937.430,1929.800,1931.360,1922.793,93077.000,13.114,54.799
2023-09-19,1931.360,1947.465,1927.995,1930.620,1923.539,137976.000,13.961,54.307
2023-09-20,1930.620,1931.685,1913.940,1920.085,1923.210,145251.000,14.466,47.742
2023-09-21,1920.085,1929.150,1919.855,1925.430,1923.421,107780.000,13.776,50.980
2023-09-24,1925.430,1927.245,1915.230,1916.015,1922.716,87032.000,13.542,45.618
2023-09-25,1916.015,1916.840,1899.155,1900.670,1920.616,95895.000,14.094,38.509
2023-09-26,1900.670,1903.970,1872.580,1874.835,1916.256,111312.000,16.400,30.026
2023-09-27,1874.835,1879.685,1857.710,1864.795,1911.355,137250.000,17.143,27.491
2023-09-28,1864.795,1879.890,1846.335,1848.820,1905.399,136620.000,19.332,24.017
2023-10-01,1848.820,1848.995,1827.225,1827.890,1898.017,135971.000,19.657,20.383
2023-10-02,1827.890,1833.425,1815.320,1822.905,1890.864,170346.000,19.450,19.621
2023-10-03,1822.905,1830.675,1816.640,1821.315,1884.240,168620.000,18.728,19.372
2023-10-04,1821.315,1829.225,1813.030,1820.300,1878.151,139390.000,18.390,19.205
2023-10-05,1820.300,1834.920,1810.465,1832.035,1873.759,163231.000,19.199,27.049
2023-10-08,1832.035,1863.550,1832.035,1861.405,1872.582,129869.000,20.841,42.179
2023-10-09,1861.405,1865.460,1853.045,1860.460,1871.428,146970.000,19.718,41.878
2023-10-10,1860.460,1877.270,1858.680,1874.055,1871.678,144528.000,19.567,47.664
2023-10-11,1874.055,1885.160,1867.965,1868.835,1871.407,136922.000,19.251,45.780
2023-10-12,1868.835,1932.930,1868.835,1932.365,1877.213,168457.000,25.230,64.286
2023-10-15,1932.365,1932.365,1908.235,1920.165,1881.303,139850.000,25.083,60.047
2023-10-16,1920.165,1931.635,1912.460,1923.230,1885.296,141226.000,24.296,60.747
2023-10-17,1923.230,1962.675,1923.230,1947.815,1891.251,157102.000,26.316,65.908
2023-10-18,1947.815,1977.740,1945.280,1974.075,1899.139,173056.000,27.135,70.387
2023-10-19,1974.075,1997.260,1972.060,1980.900,1906.925,166852.000,26.877,71.437
2023-10-22,1980.900,1982.875,1964.425,1972.840,1913.203,143569.000,25.753,68.354
2023-10-23,1972.840,1980.900,1953.635,1971.025,1918.710,142340.000,25.955,67.646
2023-10-24,1971.025,1987.310,1963.035,1979.960,1924.543,131904.000,25.731,69.330
2023-10-25,1979.960,1993.545,1971.890,1984.950,1930.296,144881.000,25.187,70.261
2023-10-26,1984.950,2009.565,1976.920,2006.020,1937.508,144236.000,26.182,73.869
2023-10-29,2006.020,2006.845,1990.970,1996.260,1943.103,144378.000,24.808,69.654
2023-10-30,1996.260,2007.990,1978.900,1983.900,1946.989,143884.000,25.379,64.625
2023-10-31,1983.900,1992.085,1969.910,1982.355,1950.357,140725.000,24.951,64.003
2023-11-01,1982.355,1991.060,1978.915,1985.910,1953.743,111564.000,23.244,64.842
2023-11-02,1985.910,2004.100,1983.340,1992.590,1957.443,136271.000,22.913,66.424
2023-11-05,1992.590,1993.145,1977.470,1977.975,1959.398,97762.000,21.948,60.054
2023-11-06,1977.975,1978.360,1956.760,1969.300,1960.341,118419.000,21.901,56.586
2023-11-07,1969.300,1971.100,1947.480,1950.280,1959.383,106175.000,22.130,49.794
2023-11-08,1950.280,1965.700,1944.725,1958.260,1959.276,126934.000,21.976,52.377
2023-11-09,1958.260,1960.835,1933.030,1938.385,1957.286,112619.000,22.754,46.027
2023-11-12,1938.385,1949.210,1931.685,1946.155,1956.226,103756.000,22.056,48.648
2023-11-13,1946.155,1971.050,1941.535,1963.175,1956.888,120062.000,23.051,53.926
2023-11-14,1963.175,1975.425,1955.490,1959.545,1957.141,126171.000,22.635,52.683
2023-11-15,1959.545,1988.000,1956.545,1981.390,1959.451,123442.000,23.811,58.836
2023-11-16,1981.390,1993.490,1978.635,1980.730,1961.477,111880.000,22.617,58.588
2023-11-19,1980.730,1985.250,1965.495,1977.845,1963.036,136595.000,22.236,57.448
2023-11-20,1977.845,2007.650,1977.845,1998.525,1966.416,152053.000,23.245,63.002
2023-11-21,1998.525,2006.455,1986.965,1989.885,1968.651,130487.000,22.744,59.508
2023-11-22,1989.885,1998.570,1989.825,1992.890,1970.960,64022.000,20.878,60.332
2023-11-23,1992.890,2003.660,1991.490,2002.495,1973.963,92852.000,19.717,62.929
2023-11-26,2002.495,2018.325,2000.670,2014.175,1977.793,131259.000,19.442,65.857
2023-11-27,2014.175,2043.110,2011.685,2040.970,1983.810,109185.000,21.039,71.431
2023-11-28,2040.970,2052.060,2035.320,2044.320,1989.572,179760.000,20.466,72.045
2023-11-29,2044.320,2047.235,2031.530,2036.165,1994.010,151321.000,19.831,68.200
2023-11-30,2036.165,2075.430,2033.940,2071.880,2001.426,171997.000,22.719,74.595
2023-12-03,2071.880,2148.990,2020.135,2029.000,2004.052,243946.000,36.871,59.201
2023-12-04,2029.000,2041.300,2009.936,2019.345,2005.509,183183.000,36.136,56.380
2023-12-05,2019.345,2035.970,2017.290,2025.475,2007.410,152499.000,33.809,57.756
2023-12-06,2025.475,2039.975,2020.235,2028.515,2009.420,169648.000,31.933,58.456
2023-12-07,2028.515,2034.065,1994.740,2004.440,2008.946,200139.000,32.919,51.217
2023-12-10,2004.440,2007.850,1975.895,1981.840,2006.364,153138.000,32.790,45.518
2023-12-11,1981.840,1996.760,1977.280,1979.435,2003.800,139693.000,31.015,44.945
2023-12-12,1979.435,2027.880,1973.090,2027.575,2006.064,151582.000,34.185,56.698
2023-12-13,2027.575,2047.935,2024.280,2036.265,2008.940,228726.000,32.781,58.423
2023-12-14,2036.265,2044.945,2015.650,2019.540,2009.950,170501.000,32.317,53.966
2023-12-17,2019.540,2033.750,2016.065,2027.240,2011.596,120635.000,30.366,55.644
2023-12-18,2027.240,2047.030,2021.750,2040.245,2014.325,125108.000,29.688,58.402
2023-12-19,2040.245,2043.535,2027.485,2031.780,2015.987,133107.000,27.869,55.963
2023-12-20,2031.780,2046.105,2031.620,2045.920,2018.838,150695.000,26.085,59.040
2023-12-21,2045.920,2070.705,2045.920,2053.200,2022.111,181401.000,25.911,60.567
2023-12-25,2053.200,2069.085,2053.200,2067.710,2026.453,74447.000,24.575,63.490
2023-12-26,2067.710,2084.495,2061.510,2077.120,2031.279,111713.000,24.363,65.287
2023-12-27,2077.120,2088.545,2064.725,2065.265,2034.516,157847.000,24.290,61.200
2023-12-28,2065.265,2074.845,2058.275,2062.970,2037.225,153493.000,23.261,60.412
2024-01-01,2062.970,2078.975,2055.890,2059.045,2039.304,147595.000,23.237,59.012
2024-01-02,2059.045,2066.005,2030.695,2041.290,2039.493,170951.000,24.847,53.025
2024-01-03,2041.290,2051.015,2036.300,2043.435,2039.868,130668.000,23.496,53.637
2024-01-04,2043.435,2064.035,2024.525,2045.625,2040.416,176517.000,25.631,54.292
2024-01-07,2045.625,2046.685,2016.820,2028.035,2039.237,151015.000,26.196,48.382
2024-01-08,2028.035,2042.035,2026.185,2030.020,2038.359,141030.000,24.816,49.056
2024-01-09,2030.020,2040.300,2020.525,2024.320,2037.022,128137.000,24.144,47.152
2024-01-10,2024.320,2045.170,2013.390,2029.015,2036.260,192985.000,25.162,48.911
2024-01-11,2029.015,2062.310,2029.010,2049.155,2037.488,175463.000,26.247,55.718
2024-01-14,2049.155,2058.670,2045.835,2054.765,2039.133,87639.000,24.459,57.420
2024-01-15,2054.765,2055.615,2024.330,2028.505,2038.121,189760.000,25.369,48.101
2024-01-16,2028.505,2032.980,2001.895,2006.335,2035.094,179800.000,26.131,41.916
2024-01-17,2006.335,2023.395,2005.835,2023.020,2033.944,143058.000,24.988,47.398
2024-01-18,2023.020,2039.415,2020.475,2029.620,2033.532,133853.000,24.182,49.431
2024-01-21,2029.620,2032.175,2016.605,2021.660,2032.401,139263.000,23.034,47.068
2024-01-22,2021.660,2037.975,2019.675,2029.155,2032.092,137669.000,22.403,49.515
2024-01-23,2029.155,2036.735,2011.275,2014.235,2030.392,159915.000,22.810,45.050
2024-01-24,2014.235,2025.320,2009.445,2020.940,2029.491,158304.000,21.886,47.348
2024-01-25,2020.940,2026.900,2015.995,2018.590,2028.453,108939.000,20.421,46.612
2024-01-28,2018.590,2037.610,2018.590,2032.530,2028.841,106752.000,20.235,51.433
2024-01-29,2032.530,2048.630,2029.100,2036.830,2029.602,126990.000,20.141,52.848
2024-01-30,2036.830,2056.070,2030.940,2039.155,2030.512,169978.000,20.806,53.634
2024-01-31,2039.155,2065.530,2030.070,2054.825,2032.828,182127.000,22.760,58.640
2024-02-01,2054.825,2057.705,2027.870,2039.750,2033.487,152844.000,23.703,52.740
2024-02-04,2039.750,2042.315,2014.960,2024.890,2032.668,147970.000,24.190,47.651
2024-02-05,2024.890,2038.945,2022.975,2035.885,2032.974,122017.000,23.094,51.389
2024-02-06,2035.885,2044.655,2030.645,2035.000,2033.167,111640.000,21.883,51.073
2024-02-07,2035.000,2038.785,2020.250,2034.210,2033.267,118816.000,21.436,50.773
2024-02-08,2034.210,2037.250,2020.350,2024.360,2032.418,114125.000,20.832,47.058
2024-02-11,2024.360,2027.665,2011.945,2020.010,2031.237,95774.000,20.150,45.476
2024-02-12,2020.010,2031.588,1990.155,1993.090,2027.604,109390.000,22.988,37.151
2024-02-13,1993.090,1996.155,1984.305,1992.365,2024.248,111101.000,21.503,36.955
2024-02-14,1992.365,2008.340,1990.325,2004.400,2022.357,109685.000,21.038,42.394
2024-02-15,2004.400,2015.230,1995.160,2013.230,2021.488,106807.000,20.909,46.070
2024-02-18,2013.230,2023.070,2000.355,2017.945,2021.151,67228.000,21.150,47.979
2024-02-19,2017.945,2030.920,2015.120,2024.415,2021.462,104705.000,20.436,50.565
2024-02-20,2024.415,2032.330,2020.095,2026.040,2021.898,101282.000,19.343,51.221
2024-02-21,2026.040,2034.945,2019.715,2024.355,2022.132,112713.000,18.794,50.473
2024-02-22,2024.355,2041.410,2016.125,2035.375,2023.393,113119.000,19.660,55.090
